Brand,Model,Company,1 stars,2 stars,4 stars,3 stars,5 stars,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),HDMI Port,Ethernet,Price_Clean,RAM_GB,Screen_Size_inch,Base_Clock_Speed_GHz,Total_Ratings
HP,15-ac170tu,hp,18,5,27,11,38,0.0,Black,DOS,500GB,15-ac170tu,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-AC170TU Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Black)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,22890,4.0,15.6,2.0,359.0
HP,15-ac035tx,hp,0,0,0,0,0,0.0,"Flyer Red Color With Diamond, Cross Brush Pattern",Windows 8.1,1TB,15-ac035tx,Intel Core i5 5th Gen 5200U,Intel Integrated HD Graphics 6000,No,0.0,1366x768 pixels,802.11 b/g/n/ac,2.19,384.30 x 254.60 x 24.30,4.0,3.0,AC Series,Yes,0.0,"HP 15-AC035TX Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i5, Red, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,Unknown,44990,4.0,15.6,2.2,
HP,Pavilion 13-u131tu-x360,hp,15,0,28,13,45,0.0,Natural Silver,Windows 10 Home,1TB,13-u131tu-x360,Intel Core i3 7th Gen 7100U,Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 ac,1.66,326.40 x 222.00 x 19.80,4.2,1.0,Pavilion,Yes,1.0,"HP Pavilion X360 13-U131TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Grey, 13.3 inch)",Unknown,3,Touchpad,1 x USB 2.0,3MB,Yes,2 Speakers,Multi format card reader,Unknown,Standard,Unknown,43599,4.0,13.3,2.4,40.0
Acer,Aspire R 11 R3-131T-P4AA,acer,10,2,29,12,47,0.0,Light Blue,Windows 10 Home,500GB,R3-131T-P4AA,Intel Pentium Quad Core 4th Gen N3700,Intel Graphics,No,0.0,1366x768 pixels,802.11 b/g/n/ac,1.6,298.00 x 211.00 x 20.90,4.0,2.0,Aspire R 11,Yes,1.0,"Acer Aspire R 11 R3 131T-P4AA Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Blue, 11.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Unknown,Yes,SD Card Reader,Yes,Yes,Yes,27224,4.0,11.6,1.6,58.0
Dell,Vostro 15–3559,dell,19,6,19,6,50,0.0,Black,Linux,1TB,15–3559,Intel Core i5 6th Gen 6200U,Intel HD Graphics,No,0.0,1366x768 pixels,802.11 ac,2.24,380.00 x 261.00 x 24.00,4.0,3.0,Vostro,Unknown,0.0,"Dell Vostro 3559 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,Unknown,2 Speakers,SD Card Reader,Yes,Unknown,10/100/1000 Base T,39900,8.0,15.6,2.8,16.0
HP,14-ac108tu,hp,14,8,29,8,42,0.0,Turbo Silver,Windows 10 Home,1TB,14-ac108tu,Intel Core i3 5th Gen 5005U,Intel HD Graphics 5500,No,0.0,1366x768 pixels,802.11 b/g/n,1.94,241.50 x 345.50 x 23.90,4.0,3.0,Unknown,Yes,0.0,"HP 14-AC108TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 14 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,36819,4.0,14.0,2.0,79.0
Dell,Vostro 14 3468,dell,11,22,11,0,56,0.0,Black,Windows 10,1TB,14 3468,Intel Celeron Dual Core 6th Gen 6100U,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n/ac,2.29,Unknown,4.0,3.0,Vostro,Yes,0.0,"Dell Vostro 14 3468 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Celeron, Black, 14.0 Inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Yes,Yes,Standard,10/100,22990,4.0,14.0,2.3,9.0
HP,15-r287tu,hp,31,0,27,12,31,0.0,Sparkling Black,Windows 8.1,1TB,15-r287tu,Intel Core i3 4th Gen 4005U,Intel HD Graphics 4400,No,0.0,1366x768 pixels,802.11 b/g/n,2.23,377.90 x 259.80 x 25.40,4.0,3.0,Unknown,Yes,0.0,"HP 15-R287TU Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,33990,4.0,15.6,1.7,26.0
MSI,GL62M 7RDX,msi,5,5,13,6,71,0.0,Black,Windows 10 Home,1TB,GL62M 7RDX,Intel Core i7 7th Gen 7700HQ,Intel Integrated HD Graphics,No,0.0,1920x1080 pixels,802.11 a/g/n,2.2,383.00 x 260.00 x 27.00,4.0,4.0,GL Series,Yes,0.0,"MSI GL62M-7RDX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Unknown,6,Touchpad,"1 x USB 2.0, 3 x USB 3.0 (Type C)",6MB,Yes,4 Speakers,SD Card Reader,Yes,Standard,10/100 Base T,79257,8.0,15.6,2.8,63.0
Asus,A555LF-XX191T,asus,19,6,25,13,38,0.0,Dark Brown,Windows 10 Home,1TB,A555LF-XX191T,Intel Core i3 4th Gen 4005U,Nvidia GeForce 930M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 26.00,4.0,3.0,A Series,Yes,0.0,"Asus A555LF-XX191T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Dark Brown, 15.6 inch)",Unknown,Unknown,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,SD Card Reader,Yes,Standard,10/100/1000 Base T,28000,8.0,15.6,1.7,48.0
Lenovo,IdeaPad 100,lenovo,18,6,26,12,38,0.0,Black,Windows 10 Home,1TB,14IBR,Intel Core Intel 5th Gen 5005U,Integrated Intel Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,2.3,378.00 x 265.00 x 22.60,4.0,2.0,IdeaPad 100,Yes,0.0,"Lenovo Ideapad 100 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,1 Speaker,4 in 1 Card Reader,Yes,Yes,Unknown,16090,4.0,15.6,2.0,3390.0
Asus,X541UA-GO1345D,asus,17,8,24,8,43,0.0,Dark Brown,DOS,1TB,X541UA-GO1345D,Intel Core i3 6th Gen 6006u,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 b/g/n,1.98,381.00 x 252.00 x 27.60,4.0,2.0,X Series,Yes,0.0,"Asus X541UA-GO1345D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Yes,Yes,Standard,10/100/1000 Base T,27990,4.0,15.6,2.0,63.0
Asus,E202SA-FD0012T,asus,22,0,11,11,56,0.0,White,Windows 10 Home,500GB,E202SA-FD0012T,Intel Celeron Dual Core 5th Gen N3050,Intel HD Graphics 620,No,0.0,1366x768 pixels,802.11 b/g/n/ac,1.25,297.00 x 194.00 x 21.40,4.1,3.0,E Series,Yes,0.0,"Asus E202SA-FD0012T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, White, 11.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",2MB,Unknown,Yes,Yes,Unknown,Micro,Gigabit Ethernet,19000,2.0,11.6,2.16,9.0
HP,15-s007tu,hp,6,6,44,15,29,0.0,Black,Windows 8.1,500GB,15-s007tu,Intel Core i5 4th Gen 4210U,Intel Integrated HD Graphics 4400,No,0.0,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,3.0,Unknown,Yes,0.0,"HP Compaq 15-S007TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Core i5, Black)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,10/100 Base T,39594,4.0,15.6,1.7,34.0
Dell,Vostro 14 3442,dell,0,0,0,0,0,0.0,Grey,Windows 8.1,1TB,3442,Intel Core i3 4th Gen 2957U,Nvidia GeForce GTX 960,Yes,0.0,1366x768 pixels,802.11 ac,2.2,346.00 x 246.00 x 25.40,4.0,3.0,Vostro 14,Yes,0.0,"Dell Vostro 3442 Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Celeron, Black, 13.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Unknown,Yes,Standard,10/100/1000 Base T,27990,4.0,13.86,1.4,
HP,15-r033tx,hp,10,3,34,5,47,0.0,Black,DOS,500GB,15-r033tx,Intel Core i3 4th Gen 4005U,Nvidia GeForce 820M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,1.0,R Series,Yes,0.0,"HP 15-R033TX Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Black)",Unknown,4,Touchpad,1 x USB 3.0,Unknown,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,35220,4.0,15.6,1.7,58.0
Acer,Aspire E E5-573-30KU,acer,0,0,13,13,75,0.0,Charcoal Grey,Linux,1TB,E5-573-30KU,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,0.0,1366x768 pixels,802.11 ac,2.4,381.60 x 256.00 x 29.20,,3.0,Aspire E,Yes,0.0,"Acer Aspire E E5-573-30KU Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Unknown,2 Speakers,SD Card Reader,Yes,Yes,Gigabit Ethernet,33260,8.0,15.6,2.4,8.0
HP,Pavilion G4-1303au,hp,30,0,35,10,25,0.0,Black,DOS,500GB,G4-1303au,AMD APU Dual Core A4 3rd Gen A4 3330MX,AMD Radeon 6480G,Unknown,0.0,1366x768 pixels,802.11 b/g/n,2.1,341.10 x 230.80 x 35.50,4.0,3.0,Pavilion,Yes,0.0,"HP G4 1303AU Laptop (DOS, 2GB RAM, 500GB HDD, AMD Black)",Unknown,6,Touchpad,3 x USB 2.0,2MB,Yes,Yes,3 in 1 card Reader,Yes,Standard,Unknown,19058,2.0,13.86,2.2,20.0
HP,15-ac042tu,hp,22,5,25,12,37,0.0,Jack Black Colour With Textured Diamond Pattern,DOS,1TB,15-ac042tu,Intel Core i3 4th Gen 4005U,Intel HD Graphics 4400,No,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-AC042TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,23290,4.0,15.6,1.7,60.0
Asus,A555LF-XX406T,asus,6,0,33,0,61,0.0,Dark Brown,Windows 10 Home,1TB,A555LF-XX406T,Intel Core i3 5th Gen 5005U,Nvidia GeForce 930M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,A Series,Yes,0.0,"Asus A555LF-XX406T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Brown, 15.6 inch)",Unknown,2,Unknown,"1 x USB 2.0, 2 x USB 3.0",3MB,Unknown,Yes,SDXC Card Reader,Yes,Standard,10/100/1000 Base T,34000,4.0,15.6,2.0,18.0
Asus,A555LF-XX150T,asus,50,0,0,0,50,0.0,"Dark Brown, Silver",Windows 10 Home,1TB,A555LF-XX150T,Intel Core i3 4th Gen 4005U,Nvidia GeForce 930M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,A Series,Yes,0.0,"Asus A555LF-XX150T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Dark Brown, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,SD Card Reader,Yes,Standard,10/100/1000 Base T,32790,4.0,15.6,1.7,2.0
Asus,ROG Strix SCAR II (GL504GV),asus,0,0,33,0,67,0.0,Unknown,Windows 10 Home,1TB,GL504GV,Intel Core i7 8th Gen 8750H,Nvidia GeForce RTX 2060,Yes,0.0,1080x1920 pixels,802.11 b/g/n/ac,2.4,26.00 x 361.00 x 262.00,5.0,4.0,ROG,Yes,0.0,"Asus ROG Strix Scar II GL504GV-ES019T Laptop (Windows 10, 16GB RAM, 1TB HDD, Intel Core i7 8th Gen, Black, 15.6 inch)",Yes,Unknown,Touchpad,"2 x USB 3.1 Gen 1 (Type A), 1 x USB 3.1 Gen 2 (Type A), 1 x USB 3.1 Gen 2 (Type C)",Unknown,Unknown,2 Speakers,SDXC Card Reader,Yes,Standard,Gigabit,145990,16.0,15.6,2.2,3.0
HP,15-ay544tu,hp,25,3,28,5,39,0.0,Blue,Windows 10 Home,1TB,15-ay544tu,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-AY544TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,32990,4.0,15.6,2.0,103.0
MSI,Apache Pro GE62-2QD,msi,0,0,0,0,100,0.0,"White, Black",Windows 8,1TB,GE62-2QD,Intel Core i7 5th Gen 5950HQ,Nvidia GeForce GTX 960M,Unknown,0.0,1920x1080 pixels,802.11 ac,2.4,260.00 x 383.00 x 27.00,4.0,4.0,Apache Pro,Yes,0.0,"MSI Apache Pro GE62-2QD Laptop (Windows 8, 2GB RAM, Intel Core i7, White & Black)",Yes,6,Touchpad,"1 x USB 2.0, 3 x USB 3.0",6MB,Yes,Yes,Yes,Yes,Standard,Killer GB LAN,80465,8.0,,2.9,
HP,Pavilion 11-k015tu-x360,hp,0,0,0,0,0,0.0,Red,Windows 8.1,1TB,11-k015tu-x360,Intel Pentium Quad Core 4th Gen N3700,Intel HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,1.46,306.00 x 208.00 x 22.50,4.0,3.0,Pavilion,Yes,1.0,"HP Pavilion X360 11-K015TU Laptop (Windows 8, 4GB RAM, 1000GB HDD, Intel Pentium, Red)",Unknown,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,36490,4.0,11.6,1.6,
HP,15-ba007au,hp,8,3,30,3,57,0.0,Turbo Silver,DOS,500GB,15-ba007au,AMD APU Quad Core E2 6th Gen E2 7110,AMD Radeon R2,Unknown,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-BA007AU Laptop (DOS, 4GB RAM, 500GB HDD, AMD Silver, 15 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,20499,4.0,15.6,1.8,37.0
HP,15-g049au,hp,14,6,28,8,44,0.0,Unknown,Windows 8.1,500GB,15-g049au,AMD APU Quad Core A8 6th Gen A8 6410,AMD Radeon R5,Unknown,0.0,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-G049AU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, AMD Black)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,25600,4.0,15.6,2.0,324.0
HP,Omen 15-ax250tx,hp,7,7,17,10,59,0.0,Black,Windows 10 Home,1TB,15-ax250tx,Intel Core i7 7th Gen 7700HQ,Intel Integrated HD Graphics 4400,No,0.0,1920x1080 pixels,802.11 b/g/n,2.2,382.00 x 253.00 x 24.50,4.0,1.0,Omen,Yes,0.0,"HP Omen 15-AX250TX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Unknown,4,Touchpad,1 x USB 2.0,6MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,Gigabit Ethernet,106990,8.0,15.6,2.8,29.0
Acer,Aspire E ES-15,acer,19,6,21,7,47,0.0,Black,Windows 10,1TB,ES-15,Intel Core i3 6th Gen 6100U,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 b/g/n,2.4,381.80 x 258.00 x 24.60,4.0,3.0,Aspire E,Yes,0.0,"Acer Aspire E ES-15 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,Standard,Gigabit Ethernet,23552,4.0,15.6,2.3,244.0
HP,15-be018tu,hp,11,3,31,8,47,0.0,Red,DOS,1TB,15-be018tu,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-BE018TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Red, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,24990,4.0,15.6,2.0,982.0
HP,15-r206tx,hp,0,0,0,0,0,0.0,Black,Windows 8.1,1TB,15-r206tx,Intel Core i3 5th Gen 5010U,Intel Integrated HD Graphics 5500,No,0.0,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-R206TX Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 T,37990,4.0,15.6,2.1,
HP,15-s104tu,hp,12,0,23,7,58,0.0,Unknown,Windows 8.1,1TB,15-s104tu,Intel Core i3 4th Gen 4005U,Intel HD Graphics 4400,No,0.0,1366x768 pixels,802.11 b/g/n,2.23,377.90 x 259.80 x 25.40,4.0,3.0,Unknown,Yes,0.0,"HP Compaq 15-S104TU Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Grey)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,33000,4.0,15.6,1.7,43.0
Acer,Aspire E E5-573-32JT/NX.MVHSI.043,acer,5,0,25,10,60,0.0,Charcoal Grey,Linux,1TB,E5-573-32JT/NX.MVHSI.043,Intel Core i3 5th Gen N5005U,Intel Integrated HD Graphics 5500,No,0.0,1366x768 pixels,802.11 ac,2.4,381.60 x 256.00 x 24.90,4.0,3.0,Aspire E,Unknown,0.0,"Acer Aspire E E5-573-32JT Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",Unknown,Yes,2 Speakers,5 in 1 Card Reader,Yes,Standard,Gigabit Ethernet,25499,4.0,15.6,2.1,20.0
HP,Pavilion x360 13-s102tu,hp,16,3,28,6,47,0.0,Natural Silver,Windows 10 Home,1TB,13-s102tu,Intel Core i3 6th Gen 6100U,Intel Integrated HD Graphics 520,No,0.0,1920x1280 pixels,802.11 b/g/n/ac,1.71,327.40 x 223.60 x 22.50,4.0,3.0,Pavilion x360,Yes,1.0,"HP Pavilion X360 13-S102TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver)",Unknown,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,44499,4.0,13.3,2.3,135.0
HP,15-ay513tx,hp,10,2,21,12,55,0.0,Silver,DOS,1TB,15-ay513tx,Intel Core i3 6th Gen 6006U,Nvidia GeForce GTX 1070,Yes,0.0,1366x768 pixels,802.11 ac,2.19,384.30 x 254.60 x 24.30,4.2,3.0,Unknown,Yes,0.0,"HP 15-AY513TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i3, Turbo Silver, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,32785,8.0,15.6,2.0,121.0
MSI,GP62 7RD Leopard,msi,8,0,0,0,92,0.0,Black,Windows 10 Home,1TB,GP62 7RD Leopard,Intel Core i7 7th Gen 7700HQ,Intel HD Graphics 6000,No,0.0,1920x1080 pixels,802.11 b/g/n/ac,2.4,383.00 x 260.00 x 29.00,4.0,4.0,GP Series,Yes,0.0,"MSI GP62-7RD Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black)",Unknown,6,Touchpad,"1 x USB 2.0, 2 x USB 3.0 (Type A), 1 x USB 3.0 (Type C)",6MB,Yes,4 Speakers,SD Card Reader,Yes,Standard,Unknown,109990,16.0,15.6,3.6,12.0
Acer,Aspire E 15 E5-553-T4PT,acer,38,0,31,8,23,0.0,Obsidian Black,Windows 10 Home,1TB,E5-553-T4PT,AMD APU Quad Core A10 7th Gen 9700P,AMD Radeon R7 M440,Yes,0.0,1920x1080 pixels,802.11 b/g/n/ac,2.4,381.60 x 259.00 x 30.20,4.1,4.0,Aspire E 15,Yes,0.0,"Acer Aspire E5-553-T4PT Laptop (Windows 10, 4GB RAM, 1000GB HDD, APU Cuad Core, Black, 15.6 inch)",Yes,6,Touchpad,"1 x USB 2.0, 2 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",Unknown,Unknown,Yes,SD Card Reader,Yes,Yes,Unknown,29499,4.0,15.6,2.5,13.0
Asus,A555LF-XX362D,asus,0,0,38,0,63,0.0,Black,DOS,1TB,A555LF-XX362D,Intel Core i3 5th Gen 5010U,Nvidia GeForce N16S GTR,Yes,0.0,1366x768 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.80,4.1,3.0,A Series,Yes,0.0,"Asus A555LF-XX362D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,SD Card Reader,Yes,Standard,Unknown,32299,4.0,15.6,2.1,8.0
Acer,Aspire E E5-574G-77RN,acer,0,0,0,0,100,0.0,Red,Windows 10 Home,2TB,E5-574G-77RN,Intel Core i7 6th Gen 6500U,AMD Radeon R5 M430,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.4,381.60 x 256.00 x 29.20,4.0,3.0,Aspire E,Unknown,0.0,"Acer Aspire E E5-574G-77RN Laptop (Windows 10, 8GB RAM, 2000GB HDD, Intel Core i7, Red, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Unknown,2 Speakers,SD Card Reader,Yes,Yes,10/100 Base T,68499,8.0,15.6,2.16,2.0
HP,Pavilion 15-ay009tx,hp,20,0,30,0,50,0.0,Silver,Windows 10 Home,1TB,15-ay009tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Pavilion,Yes,0.0,"HP 15-AY009TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,46879,8.0,15.6,2.8,10.0
HP,Omen 15-ax001tx,hp,0,0,0,0,0,0.0,Black,Windows 10 Home,1TB,15-ax001tx,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 960M,Yes,0.0,1920x1080 pixels,802.11 ac,2.03,382.00 x 253.00 x 24.50,4.0,3.0,Omen,Unknown,0.0,"HP Omen 15-AX001TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Unknown,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Unknown,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,85500,4.0,15.6,2.6,
Acer,Aspire E E5-574G,acer,19,0,56,0,25,0.0,Denim Blue,Linux,1TB,E5-574G,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940M,Yes,0.0,1366x768 pixels,802.11 ac,2.19,384.30 x 254.60 x 24.30,,3.0,Aspire E,Yes,0.0,"Acer Aspire E E5-574G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Unknown,Unknown,SD Card Reader,Yes,Standard,Gigabit Ethernet,39990,4.0,15.6,2.3,16.0
Acer,Aspire E ES1-571,acer,8,0,33,0,58,0.0,Black,Windows 10,1TB,ES1-571,Intel Pentium Dual Core N3556,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,2.4,381.80 x 258.00 x 27.20,4.0,3.0,Aspire E,Yes,0.0,"Acer Aspire E ES1-571 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,Stereo Speakers,SD Card Reader,Yes,Unknown,Gigabit Ethernet,23490,4.0,15.6,1.7,12.0
Acer,TravelMate P2 P238-M,acer,0,0,0,0,0,0.0,Black,Windows 10 Professional,500GB,P238-M,Intel Core i5 6th Gen 6200U,Intel HD Graphics 520,No,0.0,1366x768 pixels,802.11 b/g/n/ac,1.6,327.00 x 228.00 x 19.65,4.0,4.0,TravelMate P2,Yes,0.0,"Acer Travel Mate P2-P238-M Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i5, Black)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,2 Speakers,SD Card Reader,Yes,Standard,Gigabit Ethernet,49449,8.0,13.3,2.3,
