Brand,Model,Company,1 stars,2 stars,4 stars,3 stars,5 stars,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),HDMI Port,Ethernet,Price_Clean,RAM_GB,Screen_Size_inch,Base_Clock_Speed_GHz,Total_Ratings
Micromax,In Note 1,micromax,5,2,15,5,74,0.0,"Green, White",Android 10,Unknown,Unknown,2GHz octa-core,Unknown,Unknown,0.0,1080x2400 pixels,802.11 a/b/g/n/ac,2.1,165.24 x 76.95 x 8.99,,3.0,Unknown,Unknown,0.0,"Micromax In Note 1 (4GB RAM, 64GB) - White",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10999,4.0,,2.16,1037.0
HP,Pavilion 15-ab205tx,hp,9,0,45,0,45,0.0,Natural Silver,Windows 10 Home,1TB,15-ab205tx,Intel Core i5 5th Gen 5200U,AMD Radeon R5 M335,Yes,0.0,1920x1080 pixels,802.11 ac,2.9,384.50 x 261.10 x 25.20,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AB205TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Natural Silver)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,49790,4.0,15.6,2.2,11.0
HP,Pavilion 15-AU626TX,hp,21,5,17,12,45,0.0,Silver,Windows 10,2TB,15-AU626TX,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1366x768 pixels,802.11 ac,2.04,383.00 x 243.00 x 22.50,4.2,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU626TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i5, Natural Silver)",Yes,2,Touchpad,1 x USB 2.0,3MB,Yes,Yes,SD Card Reader,Yes,Standard,10/100 Base T,69980,16.0,15.6,2.5,42.0
Asus,R558UQ-DM539D,asus,14,6,37,6,37,0.0,Glossy Dark Brown,DOS,1TB,R558UQ-DM539D,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.50,4.0,3.0,R Series,Yes,0.0,"Asus R558UQ-DM539D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,Yes,SD Card Reader,Yes,Standard,10/100/1000 Base T,35490,4.0,15.6,2.5,65.0
HP,240 G4,hp,23,9,9,18,41,0.0,Black,DOS,500GB,240 G4,Intel Core i3 5th Gen 5010U,AMD Radeon R5 M330,Yes,0.0,1366x768 pixels,802.11 b/g/n,1.9,345.40 x 2415.00 x 23.90,4.0,3.0,Unknown,Yes,0.0,"HP 240 G4 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Black, 14 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Unknown,2 Speakers,3 in 1 card Reader,Yes,Standard,10/100/1000 Base T,27500,4.0,14.0,2.1,22.0
Acer,Aspire E E1-572G,acer,50,0,25,0,25,0.0,Black,Linux,1TB,E1-572G,Intel Core i7 4th Gen 4500U,AMD Radeon 8750M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.4,381.60 x 256.00 x 25.30,4.0,3.0,Aspire E,Yes,0.0,"Acer Aspire E E1-572G Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,SD Card Reader,Yes,Yes,Gigabit Ethernet,59500,4.0,15.6,1.8,4.0
Dell,Inspiron 3000 3543,dell,29,0,0,29,43,0.0,Black,Windows 10 Home,1TB,3543,Intel Core i5 5th Gen 5200U,Nvidia GeForce 820M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.5,384.00 x 267.00 x 26.60,4.0,3.0,Inspiron 3000,Yes,1.0,"Dell Inspiron 3000 3543 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,SD Card Reader,Yes,Yes,10/100 T,28099,4.0,15.6,2.2,7.0
Asus,X550LC-XX119H,asus,33,0,33,0,33,0.0,Dark Grey,Windows 8,750GB,X550LC-XX119H,Intel Core i5 4th Gen 4200U,Nvidia GeForce 720M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 251.00 x 31.70,4.0,1.0,X Series,Yes,0.0,"Asus X550LC-XX119H Laptop (Windows 8, 4GB RAM, 750GB HDD, Intel Core i5, Grey, 15.6 inch)",Unknown,4,Touchpad,1 x USB 2.0,3MB,Yes,Yes,3 in 1 card Reader,Yes,Standard,10/100/1000 Base T,46000,4.0,15.6,1.6,3.0
HP,Pavilion 15-AU020TX,hp,0,0,0,0,0,0.0,Silver,Windows 10,1TB,15-AU020TX,Intel Core i7 6th Gen 6500U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 n/ac,2.0,383.00 x 243.00 x 225.00,4.2,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU020TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i7, Gold)",Yes,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,72500,4.0,15.6,2.5,
Asus,G551VW-FI242T,asus,0,0,17,17,67,0.0,Black,Windows 10 Home,1TB,G551VW-FI242T,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 960M,Yes,0.0,3840x2160 pixels,802.11 ac,2.7,382.00 x 255.00 x 16.00,4.0,3.0,G Series,Yes,0.0,"Asus Rog G551VW-FI242T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Unknown,6,Touchpad,3 x USB 3.0,6MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Standard,10/100/1000 Base T,98500,16.0,15.6,2.6,12.0
HP,Pavilion 15-au620tx,hp,75,0,0,0,25,0.0,Natural Silver,Windows 10 Home,1TB,15-au620tx,Intel Core i5 7th Gen 7200U,Nvidia GeForce,Yes,0.0,1366x768 pixels,802.11 ac,2.04,383.00 x 243.00 x 22.50,4.0,1.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU620TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Natural Silver, 15.6 inch)",Unknown,2,Touchpad,1 x USB 2.0,3MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Standard,10/100 Base T,56950,8.0,15.6,2.5,4.0
HP,Pavilion 15-au628tx,hp,44,11,0,0,44,0.0,Natural Silver,Windows 10 Home,1TB,15-au628tx,Intel Core i7 7th Gen 7500U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.04,383.00 x 243.00 x 22.50,4.2,1.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU628TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Natural Silver, 15.6 inch)",Unknown,2,Touchpad,1 x USB 2.0,4MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,80250,8.0,15.6,2.7,9.0
HP,15-ay006tx,hp,0,0,33,0,67,0.0,Silver,DOS,500GB,15-ay006tx,Intel Core i3 5th Gen 5005U,AMD Radeon R5 M430,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-AY006TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,35799,4.0,15.6,2.0,3.0
Lenovo,G50 45,lenovo,18,8,22,13,39,0.0,Silver,Windows 8.1,1TB,G50 45,AMD APU Quad Core A8 6th Gen A8 6410,AMD R5 M230,Yes,0.0,1366x768 pixels,802.11 b/g/n/ac,2.5,384.00 x 265.00 x 25.00,4.0,3.0,G Series,Yes,0.0,"Lenovo G50 45 Laptop (DOS, 2GB RAM, 500GB HDD, AMD Black, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,Yes,2 in 1 Card Reader,Yes,Yes,10/100/1000 Base T,17990,8.0,15.6,2.0,277.0
HP,Pavilion 15-ba021ax,hp,24,6,22,11,37,0.0,Silver,DOS,1TB,15-ba021ax,AMD APU Quad Core A10 7th Gen A10 9600P,Intel Integrated Graphics / Nvidia GeForce 940MX,No,0.0,1366x768 pixels,802.11 ac,2.19,384.30 x 254.60 x 24.30,4.1,3.0,Pavilion,Yes,0.0,"HP 15-BA021AX Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Silver, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,Unknown,32490,4.0,15.6,2.4,79.0
HP,Pavilion 15-au009tx,hp,16,0,21,0,63,0.0,Turbo Silver,Windows 10 Home,1TB,15-au009tx,Intel Core i7 6th Gen 6500U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.0,383.00 x 243.00 x 22.50,4.2,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU009TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",Unknown,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,Yes,Multi format card reader,Yes,Standard,10/100 Base T,72249,8.0,15.6,2.5,19.0
MSI,PS63 Modern 8RC,msi,0,0,0,33,67,0.0,Carbon Gray,Windows 10,Unknown,PS63 Modern 8RC,Intel Core i7 8th Gen i7-8565U,Nvidia GeForce GTX 1050,Yes,1.0,1920x1080 pixels,802.11 a/b/g/n/ac,1.6,233.70 x 356.80 x 15.90,5.0,4.0,Prestige,Yes,0.0,"MSI PS63 Modern 8RC-066IN 2019 Laptop (Windows 10 Home, 4GB RAM, 512GB SDD, Intel Core i7, Deep Carbon Grey, 15.6 Inches)",Unknown,4,Trackpad,"2 x USB 3.1 Gen 1 (Type A), 1 x USB 3.1 Gen 1 (Type C), 1 x USB 3.1 Gen 2 (Type A)",Unknown,No,2 Speakers,1 Micro SD Card Reader,No,Standard,Unknown,102000,16.0,15.6,1.8,3.0
Acer,TravelMate P2 TMP259-G2-MG,acer,15,5,23,8,49,0.0,Black,Windows 10 Professional,1TB,TMP259-G2-MG,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1366x768 pixels,802.11 b/g/n/ac,2.2,381.60 x 259.00 x 30.20,4.2,3.0,TravelMate P2,Yes,0.0,"Acer Travel Mate TMP259-G2-MG Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Unknown,2 Speakers,SD Card Reader,Yes,Yes,Gigabit Ethernet,42900,8.0,15.6,2.5,122.0
HP,Pavilion 15-ab522tx,hp,11,2,22,6,60,0.0,Natural Silver,Windows 10 Home,1TB,15-ab522tx,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940M,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.09,384.50 x 2611.00 x 25.20,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AB522TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,59190,8.0,15.6,2.3,65.0
HP,Pavilion 15-ac179tx,hp,36,9,18,0,36,0.0,Turbo Silver,DOS,1TB,15-ac179tx,Intel Core i5 6th Gen I5 6200U,Nvidia GeForce 820M,Yes,0.0,1366x768 pixels,802.11 ac,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AC179TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,Unknown,43690,4.0,15.6,2.2,11.0
Asus,R558UQ-DM540D,asus,12,6,15,9,58,0.0,Gold,DOS,1TB,R558UQ-DM540D,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1080x1920 pixels,802.11 ac,2.1,256.00 x 382.00 x 26.00,4.0,3.0,R Series,Yes,0.0,"Asus R558UQ-DM540D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Matte Golden, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,Yes,SD Card Reader,Yes,Standard,10/100/1000 Base T,40999,4.0,15.6,2.5,33.0
Asus,R558UQ-DM701D,asus,28,3,11,8,50,0.0,Black,DOS,1TB,R558UQ-DM701D,Intel Core i7 7th Gen 7500U,Intel Integrated HD Graphics 5500,No,0.0,1920x1080 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.50,4.0,2.0,R Series,Yes,0.0,"Asus R558UQ-DM701D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",4MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,Gigabit Ethernet,51990,8.0,15.6,2.7,36.0
Asus,R558UF-DM175D,asus,0,0,36,14,50,0.0,Gold,Windows 10 Home,2TB,R558UF-DM175D,Intel Core i5 6th Gen 6200U,Nvidia GeForce 930M,Yes,0.0,1920x1080 pixels,802.11 b/g/n,2.3,382.00 x 258.00 x 25.50,4.0,2.0,R Series,Yes,0.0,"Asus R558UF-DM175D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Unknown,Yes,3 in 1 card Reader,Yes,Standard,10/100/1000 Base T,44390,4.0,15.6,2.8,14.0
HP,14-ac153tx,hp,10,10,15,18,46,0.0,Turbo Silver,Windows 10 Home,1TB,14-ac153tx,Intel Core i3 5th Gen 6100U,AMD Radeon R5 M330,Yes,0.0,1366x768 pixels,802.11 b/g/n,1.94,345.40 x 241.50 x 23.90,4.0,3.0,Unknown,Yes,0.0,"HP 14-AC153TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 14 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,35999,4.0,14.0,2.0,39.0
HP,15-an003tx,hp,22,11,11,0,56,0.0,Black,Windows 10 Home,1TB,15-an003tx,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940M,Yes,0.0,1920x1080 pixels,802.11 b/g/n/ac,2.09,384.50 x 261.10 x 25.20,4.0,3.0,Unknown,Yes,0.0,"HP Star Wars 15-AN003TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,63899,8.0,15.6,2.3,9.0
HP,15-ay507tx,hp,31,0,23,8,38,0.0,Turbo Silver,Windows 10 Home,1TB,15-ay507tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Unknown,Yes,0.0,"HP 15-AY507TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,47500,8.0,15.6,2.3,13.0
HP,Pavilion 15-AB027TX,hp,25,4,4,13,54,0.0,Silver,Windows 8.1,1TB,15-AB027TX,Intel Core i3 5th Gen 5010U,AMD Radeon R7 M360,Yes,0.0,1920x1080 pixels,802.11 b/g/n,2.29,384.56 x 261.11 x 25.15,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AB027TX Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Natural Silver, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,Multi format card reader,Yes,Standard,10/100 Base T,44999,4.0,15.6,2.1,24.0
HP,Pavilion 15-ab032tx,hp,5,3,24,3,66,0.0,Silver,Windows 8.1,1TB,15-ab032tx,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,0.0,1920x1080 pixels,802.11 b/g/n,2.29,384.50 x 261.10 x 25.20,4.0,3.0,Pavilion,Yes,0.0,"HP 15-AB032TX Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 T,53800,8.0,15.6,2.2,38.0
HP,Pavilion 15-au084tx,hp,35,8,12,15,31,0.0,Turbo Silver,Windows 10 Home,1TB,15-au084tx,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.0,383.00 x 243.00 x 22.50,4.2,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU084TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",Unknown,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,58174,4.0,15.6,2.3,26.0
Asus,R558UF-DM176D,asus,17,0,17,17,50,0.0,Red,Windows 10 Home,1TB,R558UF-DM176D,Intel Core i5 6th Gen 6200U,Nvidia GeForce 930M,Yes,0.0,1920x1080 pixels,802.11 b/g/n,2.3,382.00 x 258.00 x 25.50,4.0,3.0,X Series,Yes,0.0,"Asus R558UF-DM176D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Red, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Standard,Integrated 10/100,40900,4.0,15.6,2.3,6.0
HP,Pavilion 15-au006tx,hp,16,4,27,9,44,0.0,Natural Silver,Windows 10 Home,1TB,15-au006tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,0.0,1366x768 pixels,802.11 ac,2.0,383.00 x 243.00 x 22.50,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU006TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,59355,8.0,15.6,2.3,187.0
Acer,Aspire E E5-575,acer,9,4,25,10,53,0.0,Black,Windows 10 Home,1TB,E5-575,Intel Core i5 7th Gen 7200U,Intel HD Graphics 520,No,0.0,1366x768 pixels,802.11 ac,2.2,381.60 x 259.00 x 30.20,4.1,3.0,Aspire E,Yes,0.0,"Acer Aspire E E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Yes,Yes,Yes,10/100/1000 Base T,26980,4.0,15.6,2.3,481.0
HP,Pavilion 15-ac121tx,hp,17,0,17,0,67,0.0,Turbo Silver,Windows 10 Home,1TB,15-ac121tx,Intel Core i3 5th Gen 5020U,AMD Radeon R5 M330,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AC121TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, White)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,38900,4.0,15.6,2.0,6.0
Asus,X540SA-XX311D,asus,25,8,8,17,42,0.0,Chocolate Black Imr With Hairline,DOS,500GB,X540SA-XX311D,Intel Celeron Dual Core 6th Gen N3060,Intel Integrated Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,2.0,381.00 x 252.00 x 25.40,4.0,3.0,X Series,Yes,0.0,"Asus X540SA-XX311D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Celeron, Gold, 15.6 inch)",Unknown,3,Yes,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",2MB,Unknown,Yes,SDXC Card Reader,Yes,Standard,10/100 T,19999,4.0,15.6,2.16,12.0
HP,Pavilion 15-au624tx,hp,20,9,26,3,42,0.0,Silver,Windows 10 Home,1TB,15-au624tx,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.1,383.00 x 243.00 x 22.50,4.2,1.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU624TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Unknown,2,Touchpad,1 x USB 2.0,3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 Base T,62000,4.0,15.6,2.5,92.0
Acer,Aspire E5-575,acer,0,0,0,0,0,0.0,Black,Linux,1TB,E5-575,Intel Core i5 7th Gen 7200U,Intel HD Graphics 620,No,0.0,1366x768 pixels,Unknown,2.2,381.60 x 259.00 x 30.20,4.0,4.0,Aspire,Yes,0.0,"Acer Aspire E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,2 Speakers,Yes,Yes,Standard,Yes,40999,4.0,15.6,2.5,
Lenovo,Z51 70,lenovo,25,4,23,5,43,0.0,Black,Windows 10 Home,1TB,Z51 70,Intel Core i5 5th Gen 5200U,AMD Radeon Tropo XT2,Yes,0.0,1920x1080 pixels,802.11 ac,2.3,384.00 x 265.00 x 24.60,4.0,3.0,Unknown,Yes,0.0,"Lenovo Z51 70 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Unknown,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,4 in 1 Card Reader,Yes,Standard,10/100 Base T,55000,8.0,15.6,2.2,79.0
Lenovo,Y50 70,lenovo,29,8,13,5,46,0.0,Black,Windows 8.1,1TB,Y50 70,Intel Core i7 4th Gen 4710HQ,Nvidia GeForce GTX 860M,Yes,0.0,1920x1080 pixels,802.11 ac,2.4,387.00 x 263.40 x 23.90,4.0,3.0,Unknown,Yes,0.0,"Lenovo Y50 70 Laptop (Windows 8.1, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,2 Speakers,4 in 1 Card Reader,Yes,Standard,Gigabit Ethernet,59990,8.0,15.5,2.5,87.0
Asus,R558UQ-DM513D,asus,11,4,27,7,51,0.0,Matt Dark Blue,DOS,1TB,R558UQ-DM513D,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,0.0,1920x1080 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.50,4.0,2.0,R Series,Yes,0.0,"Asus R558UQ-DM513D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Blue, 15.6 inch)",Unknown,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Unknown,Unknown,5 in 1 Card Reader,Yes,Standard,10/100/1000 Base T,41990,8.0,15.6,2.5,92.0
HP,Envy 15-ae008tx,hp,50,0,0,0,50,0.0,Aluminium Finish Natural Silver,Windows 8 Professional,2TB,15-ae008tx,Intel Core i7 5th Gen 5500U,Nvidia GeForce GTX 950M,Yes,0.0,1920x1080 pixels,802.11 ac,2.38,384.00 x 255.00 x 23.70,4.0,4.0,Envy,Yes,1.0,"HP Envy AE008TX Laptop (Windows 8, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",Unknown,3,Touchpad,4 x USB 3.0,4MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Standard,10/100/1000 Base T,89850,16.0,15.6,2.4,4.0
HP,Pavilion x360 11-n032tu,hp,0,0,100,0,0,0.0,"Brilliant Red, Silver",Windows 8.1,500GB,11-n032tu,Intel Pentium Quad Core 4th Gen N3540,Intel Integrated HD Graphics 4400,No,0.0,1366x768 pixels,802.11 b/g/n,1.4,308.00 x 215.00 x 21.90,4.0,3.0,Pavilion x360,Yes,1.0,"HP Pavilion X360 11-N032TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Red)",Unknown,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100 T,32000,4.0,11.6,2.16,
HP,15-s105tu,hp,9,9,27,9,45,0.0,Charcoal Grey,DOS,1TB,15-s105tu,Intel Core i5 4th Gen 4210U,AMD Radeon R5 M330,Yes,0.0,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,3.0,Unknown,Yes,0.0,"HP Compaq 15-S105TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Grey)",Unknown,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,31999,4.0,15.6,1.7,22.0
HP,Pavilion 15-AU008TX,hp,22,17,11,0,50,0.0,Silver,Windows 10,2TB,15-AU008TX,Intel Core i7 6th Gen 6500U,Nvidia GeForce 940MX,Unknown,0.0,1920x1080 pixels,802.11 ac,2.03,382.50 x 242.80 x 22.61,4.2,3.0,Pavilion,Yes,0.0,"HP Pavilion 15-AU008TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",Yes,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,Yes,Multi format card reader,Yes,Standard,10/100,80990,16.0,15.6,2.5,18.0
HP,Envy x360 15-w101tx,hp,11,11,0,11,67,0.0,Natural Silver,Windows 10 Home,1TB,15-w101tx,Intel Core i7 6th Gen 6500U,Nvidia GeForce 930M,Yes,0.0,1920x1080 pixels,802.11 b/g/n/ac,2.29,382.00 x 239.00 x 25.00,4.0,3.0,Envy x360,Yes,1.0,"HP Envy 15-W101TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",Unknown,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,2 Speakers,Multi format card reader,Yes,Standard,10/100/1000 Base T,59999,8.0,15.6,2.5,9.0
